CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
1314,Female,83,129507,93,Healthcare,4,7
1315,Female,94,114510,39,Healthcare,0,4
1316,Female,33,109396,17,,1,2
1317,Female,12,149031,96,Artist,10,5
1318,Female,77,66256,13,Lawyer,1,2
1319,Female,48,118285,69,Doctor,8,4
1320,Male,97,128723,58,Artist,4,5
1321,Female,28,178285,91,Artist,4,7
1322,Female,99,144176,74,Marketing,7,2
1323,Male,27,82474,31,Artist,9,3
1324,Female,95,159010,84,Lawyer,6,2
1325,Female,6,76164,83,Artist,6,2
1326,Male,18,77873,49,Executive,6,5
1327,Male,42,53392,89,Artist,6,4
1328,Male,50,168898,41,Artist,9,7
1329,Male,86,128917,7,Homemaker,5,5
1330,Male,69,185067,49,Lawyer,5,4
1331,Male,23,132183,76,Artist,10,3
1332,Female,82,82060,46,Healthcare,7,1
1333,Female,97,133614,58,Artist,7,4
1334,Male,42,94844,64,,7,6
1335,Female,75,76474,5,Doctor,5,5
1336,Female,14,94655,9,Healthcare,8,1
1337,Male,3,60933,30,Doctor,8,1
1338,Male,16,79257,82,Healthcare,6,2
1339,Female,45,125677,36,Entertainment,5,2
1340,Female,23,127971,56,Artist,1,5
1341,Male,38,76103,62,Executive,9,3
1342,Female,45,114741,96,Artist,0,5
1343,Female,82,157994,92,Artist,1,1
1344,Male,73,93786,44,Entertainment,3,1
1345,Male,36,75178,41,Entertainment,1,7
1346,Male,13,175267,81,Healthcare,1,4
1347,Female,96,99263,100,Healthcare,8,1
1348,Female,83,52590,3,Healthcare,0,4
1349,Male,33,170959,75,Artist,0,4
1350,Male,68,135076,60,Engineer,1,5
1351,Male,88,167112,34,Lawyer,0,1
1352,Female,87,184639,12,Doctor,1,6
1353,Female,88,172369,80,Artist,6,6
1354,Female,43,124256,67,Marketing,1,7
1355,Female,64,89972,92,Artist,10,6
1356,Male,96,67799,42,Entertainment,1,6
1357,Female,72,176074,70,Doctor,1,7
1358,Male,48,167517,27,Artist,2,7
1359,Female,64,77914,11,Artist,1,6
1360,Female,8,57605,81,Doctor,0,2
1361,Female,52,86365,70,Engineer,1,7
1362,Male,3,93883,39,Healthcare,1,2
1363,Female,44,131091,62,Artist,4,1
1364,Male,14,87222,14,Healthcare,8,4
1365,Female,50,117076,45,Doctor,1,2
1366,Male,53,150925,1,Healthcare,1,2
1367,Female,31,149379,100,Lawyer,0,3
1368,Female,31,138644,94,Engineer,4,3
1369,Male,97,148493,42,Doctor,4,7
1370,Male,27,84658,66,Lawyer,4,6
1371,Male,2,111618,99,Lawyer,6,5
1372,Male,81,108759,60,Artist,7,6
1373,Male,64,186203,73,Artist,10,5
1374,Female,11,147258,59,Lawyer,10,2
1375,Female,78,132983,67,Healthcare,7,7
1376,Male,72,149092,39,Engineer,8,1
1377,Male,36,163845,84,Doctor,5,7
1378,Male,97,117777,67,Artist,5,5
1379,Male,88,131584,18,Artist,7,3
1380,Female,21,123904,91,Artist,7,5
1381,Female,62,89801,88,Artist,5,4
1382,Male,73,173466,57,Entertainment,10,5
1383,Female,34,55690,4,Marketing,4,6
1384,Female,50,104467,72,,5,1
1385,Male,39,100419,19,Artist,5,4
1386,Female,82,62951,47,Lawyer,8,2
1387,Male,39,118554,1,Lawyer,4,6
1388,Female,13,140673,49,Artist,6,7
1389,Female,68,75561,87,Healthcare,5,3
1390,Female,77,147306,50,Healthcare,6,6
1391,Female,35,111871,30,Doctor,10,1
1392,Male,5,112884,43,Healthcare,0,6
1393,Female,47,121267,58,Engineer,1,1
1394,Female,48,151519,93,Artist,7,2
1395,Female,34,105448,40,Artist,0,5
1396,Female,20,92048,91,Healthcare,1,1
1397,Male,61,99980,94,Healthcare,10,1
1398,Male,16,84003,68,Artist,9,6
1399,Male,2,110889,95,Executive,1,2
1400,Female,52,82478,95,Executive,10,1
1401,Male,99,139685,20,Healthcare,1,4
1402,Female,84,182374,62,Entertainment,0,6
1403,Female,58,119366,94,Engineer,4,2
1404,Female,91,53788,57,Doctor,0,2
1405,Female,1,90341,92,Doctor,0,2
1406,Female,67,118348,94,Engineer,1,7
1407,Male,56,137428,87,Artist,0,2
1408,Female,62,106982,53,Entertainment,1,7
1409,Female,12,98532,52,Doctor,0,6
1410,Female,38,120825,24,Executive,9,7
1411,Female,51,58006,83,Executive,1,5
1412,Male,20,106941,73,Artist,1,1
1413,Male,43,129782,31,Entertainment,1,2
1414,Male,93,121513,90,Engineer,0,6
1415,Female,54,79925,30,Healthcare,0,3
1416,Male,23,112089,74,Healthcare,7,7
1417,Female,1,138656,27,,3,4
1418,Female,64,146794,90,Healthcare,8,3
1419,Female,55,75033,30,Engineer,5,5
1420,Female,85,149969,78,Executive,0,6
1421,Female,20,124852,39,Healthcare,5,5
1422,Male,73,154837,42,Executive,8,4
1423,Female,53,145678,55,Executive,0,1
1424,Female,7,137354,89,Artist,8,7
1425,Female,50,136660,48,Entertainment,1,3
1426,Female,12,63334,99,Artist,0,6
1427,Male,37,62893,29,Executive,1,5
1428,Male,78,163514,89,Doctor,9,2
1429,Male,29,145934,40,Marketing,10,2
1430,Female,54,119223,58,Lawyer,10,7
1431,Male,89,127479,18,Doctor,10,2
1432,Female,25,136146,98,Artist,6,6
1433,Female,14,76001,46,Artist,7,3
1434,Female,12,84885,24,Healthcare,6,2
1435,Female,18,82812,1,Artist,6,2
1436,Male,74,51260,43,Entertainment,5,5
1437,Male,21,159572,42,Healthcare,5,5
1438,Male,9,130186,88,Artist,9,7
1439,Female,49,176954,57,Artist,5,6
1440,Male,58,85908,99,Artist,5,4
1441,Female,16,75831,5,Healthcare,10,7
1442,Female,55,123045,56,Engineer,7,3
1443,Female,31,161211,10,Lawyer,9,1
1444,Female,59,81702,27,Marketing,6,4
1445,Female,25,173043,3,Artist,8,6
1446,Male,63,126380,90,Artist,6,1
1447,Female,60,128205,27,Healthcare,6,5
1448,Female,41,181355,73,Artist,10,3
1449,Female,84,97931,70,Healthcare,9,7
1450,Male,72,146432,25,Artist,6,1
1451,Female,97,125731,41,Artist,6,4
1452,Female,43,132701,70,Healthcare,5,2
1453,Female,63,116095,8,Artist,5,1
1454,Female,7,135773,42,Artist,9,5
1455,Male,54,136417,45,Healthcare,9,6
1456,Male,27,80783,82,Artist,9,3
1457,Male,28,182580,60,Executive,6,6
1458,Female,84,143567,48,Artist,7,2
1459,Male,71,85908,85,Entertainment,5,4
1460,Female,88,139806,99,Entertainment,4,4
1461,Female,75,77269,24,Artist,8,1
1462,Female,96,105968,65,Engineer,4,5
1463,Female,83,125660,19,Engineer,10,4
1464,Female,86,98444,76,Entertainment,7,4
1465,Male,60,179503,9,Artist,4,3
1466,Female,5,60575,14,Engineer,5,2
1467,Female,65,75685,19,Marketing,7,3
1468,Female,49,85374,45,Artist,8,5
1469,Female,78,128642,19,Marketing,5,6
1470,Male,25,182292,78,Artist,7,5
1471,Female,5,124702,94,Artist,10,3
1472,Female,58,127833,2,Artist,7,7
1473,Female,80,178866,97,Artist,8,4
1474,Female,94,183643,51,Artist,5,5
1475,Male,62,113306,4,Executive,5,6
1476,Male,20,84008,77,Artist,8,4
1477,Male,85,85758,35,Lawyer,10,4
1478,Female,72,63128,45,Engineer,8,7
1479,Male,95,70174,6,Executive,10,6
1480,Female,97,170133,42,Engineer,5,5
1481,Female,25,165978,42,Artist,7,3
1482,Female,17,149727,78,Artist,7,3
1483,Female,19,147052,86,,9,4
1484,Female,59,113389,79,Doctor,4,6
1485,Male,30,111690,73,Entertainment,10,4
1486,Female,63,184830,60,Doctor,9,3
1487,Female,23,91549,23,Artist,4,3
1488,Female,97,94629,17,Marketing,6,3
1489,Female,97,167558,99,Artist,4,7
1490,Male,94,119189,57,Artist,9,3
1491,Female,28,96207,67,Artist,5,5
1492,Male,21,85339,6,Doctor,4,7
1493,Female,25,111942,7,Artist,5,5
1494,Female,48,157003,45,Engineer,5,4
1495,Female,53,117123,23,Artist,9,7
1496,Female,97,172747,76,Artist,7,2
1497,Male,33,157358,52,Healthcare,7,4
1498,Male,5,156655,20,Entertainment,4,5
1499,Male,72,166043,93,Doctor,7,6
1500,Male,40,67768,15,Doctor,10,6
1501,Male,34,171353,34,Doctor,8,4
1502,Female,63,116971,76,Executive,7,5
1503,Female,85,97822,38,Doctor,5,3
1504,Female,86,117203,83,Healthcare,10,3
1505,Female,63,88720,100,Artist,10,1
1506,Female,9,173233,18,,5,1
1507,Female,76,139447,36,Artist,8,7
1508,Male,19,179269,93,Entertainment,6,3
1509,Female,84,136254,90,Engineer,5,6
1510,Male,38,174594,56,Executive,8,2
1511,Female,1,100429,19,Entertainment,9,1
1512,Female,30,73107,48,Artist,9,1
1513,Female,86,98344,25,Artist,6,6
1514,Male,21,163509,21,Healthcare,10,1
1515,Male,15,116204,16,Engineer,8,2
1516,Female,87,95853,53,Healthcare,9,1
1517,Male,40,156411,70,Artist,6,5
1518,Male,2,72889,36,Homemaker,5,7
1519,Female,63,106691,79,Healthcare,9,3
1520,Male,26,144832,42,Artist,5,3
1521,Male,29,132297,53,Entertainment,8,1
1522,Female,7,170345,3,Executive,9,5
1523,Male,28,157383,13,Lawyer,8,2
1524,Female,99,150782,18,Executive,8,2
1525,Male,69,143987,87,Healthcare,10,5
1526,Female,13,129659,59,Entertainment,6,7
1527,Male,73,104826,36,Healthcare,5,1
1528,Female,4,181471,59,Healthcare,10,4
1529,Female,42,152547,56,Artist,7,4
1530,Male,43,85347,9,Doctor,1,1
1531,Female,79,122828,32,Executive,0,5
1532,Male,18,107794,17,Engineer,0,5
1533,Male,39,152566,11,Entertainment,1,7
1534,Female,41,91715,99,Entertainment,0,3
1535,Female,60,99222,48,Artist,1,6
1536,Female,39,70280,99,Engineer,0,4
1537,Female,90,70030,86,Healthcare,1,2
1538,Female,83,102083,24,Artist,1,1
1539,Female,92,166163,87,Engineer,8,5
1540,Female,6,182871,27,Engineer,8,6
1541,Male,50,187545,61,Executive,4,6
1542,Male,90,182910,86,Entertainment,0,1
1543,Female,13,174530,30,Lawyer,1,6
1544,Female,27,115438,37,Artist,0,6
1545,Female,93,93964,80,Artist,4,2
1546,Female,61,180341,75,Healthcare,1,3
1547,Female,91,107323,1,Engineer,7,7
1548,Female,79,119435,55,Entertainment,0,7
1549,Female,80,68341,22,Artist,13,6
1550,Female,16,95365,60,Artist,0,5
1551,Male,4,131093,79,Lawyer,1,7
1552,Female,34,100621,3,Healthcare,1,1
1553,Male,10,116521,47,Doctor,0,2
1554,Female,3,136316,88,Executive,0,3
1555,Male,96,172039,51,Lawyer,0,6
1556,Female,48,70844,22,Entertainment,0,3
1557,Male,25,100964,96,Marketing,1,6
1558,Female,98,128037,39,Entertainment,6,2
1559,Male,84,97081,75,Marketing,1,3
1560,Male,88,92247,47,Marketing,0,6
1561,Male,86,129914,92,Artist,1,3
1562,Female,0,94014,53,Engineer,9,5
1563,Female,56,138864,93,Artist,0,5
1564,Male,6,169299,46,Marketing,1,5
1565,Male,2,119097,40,Healthcare,0,7
1566,Female,73,68161,23,Doctor,1,2
1567,Female,38,181108,32,Homemaker,1,1
1568,Male,37,87764,59,Engineer,9,7
1569,Female,41,102543,54,Artist,7,3
1570,Male,94,139417,13,Artist,1,3
1571,Female,57,81802,29,Homemaker,9,1
1572,Female,96,102788,51,Artist,0,1
1573,Female,59,163179,19,Healthcare,1,7
1574,Male,87,71318,22,Healthcare,1,3
1575,Male,55,63683,34,Healthcare,3,1
1576,Female,16,189689,37,Healthcare,8,5
1577,Male,82,121610,36,Artist,0,5
1578,Female,83,150682,25,Artist,1,1
1579,Female,96,124550,46,Marketing,0,3
1580,Male,55,148875,99,Artist,0,4
1581,Male,6,107117,44,Artist,1,3
1582,Male,33,109223,43,Engineer,1,5
1583,Female,0,120899,7,Marketing,2,6
1584,Female,27,101948,31,Artist,0,5
1585,Male,72,143169,58,Engineer,0,4
1586,Female,13,167619,4,Healthcare,7,6
1587,Female,19,181795,59,Healthcare,3,5
1588,Female,48,186445,41,Engineer,0,1
1589,Female,58,102205,24,Artist,1,1
1590,Female,21,52326,69,Healthcare,0,2
1591,Male,91,82992,5,Entertainment,1,5
1592,Male,44,145520,55,Homemaker,1,7
1593,Female,80,104820,96,Artist,2,4
1594,Female,28,69025,79,Entertainment,0,2
1595,Male,74,164976,89,Entertainment,0,4
1596,Female,79,178576,51,Executive,5,5
1597,Female,42,72415,52,Marketing,0,5
1598,Male,80,112146,24,Entertainment,0,3
1599,Male,8,144830,43,Artist,0,1
1600,Female,24,51661,79,Entertainment,0,7
1601,Female,71,152910,90,Artist,1,6
1602,Male,1,114556,64,Entertainment,0,7
1603,Male,0,143455,62,Healthcare,1,6
1604,Male,30,173096,92,Healthcare,0,3
1605,Female,52,121172,97,Healthcare,5,4
1606,Female,34,56492,15,Homemaker,8,1
1607,Male,64,156422,39,Entertainment,1,7
1608,Male,17,131863,94,Artist,1,7
1609,Male,71,118096,36,Lawyer,0,3
1610,Male,87,149685,30,Executive,9,6
1611,Female,68,89765,28,Artist,0,7
1612,Female,14,177701,49,Entertainment,0,6
1613,Male,24,64738,67,Artist,0,6
1614,Female,10,92734,28,Lawyer,1,4
1615,Female,53,146877,47,Healthcare,4,3
1616,Female,39,62935,60,Artist,0,7
1617,Female,16,67178,17,Entertainment,8,3
1618,Female,64,115754,35,Engineer,1,3
1619,Female,41,186470,21,Artist,0,7
1620,Male,16,100939,34,Healthcare,7,6
1621,Female,94,86172,55,Artist,4,4
1622,Female,40,184222,17,Healthcare,0,2
1623,Male,81,71543,1,Entertainment,1,4
1624,Female,18,174836,63,Healthcare,0,4
1625,Female,78,130706,72,,3,6
1626,Male,8,74407,100,Doctor,0,6
1627,Male,64,130055,46,Healthcare,2,1
1628,Male,45,88707,81,Healthcare,0,5
1629,Male,99,162762,52,Healthcare,1,1
1630,Male,59,154821,77,Doctor,0,2
1631,Male,53,57248,66,Lawyer,5,5
1632,Female,66,99902,54,Engineer,10,2
1633,Female,1,165711,50,Artist,1,2
1634,Male,73,97455,55,,6,4
1635,Female,34,93866,43,Entertainment,9,2
1636,Female,1,141307,17,Healthcare,1,3
1637,Male,73,172011,9,Doctor,1,5
1638,Male,90,68138,18,Healthcare,2,7
1639,Female,32,123246,100,Homemaker,8,6
1640,Female,47,124194,32,Doctor,1,7
1641,Male,15,188696,87,Homemaker,8,3
1642,Female,78,91213,84,Lawyer,3,5
1643,Female,83,166650,99,Healthcare,1,3
1644,Male,2,52727,60,Artist,1,3
1645,Male,75,126469,86,Entertainment,1,2
1646,Male,45,138775,17,Executive,0,7
1647,Female,49,68901,70,Doctor,7,7
1648,Female,41,118621,7,Homemaker,0,7
1649,Male,34,109263,77,Entertainment,0,1
1650,Male,82,150012,83,Healthcare,3,6
1651,Male,37,133850,85,Marketing,9,3
1652,Female,25,81640,95,Entertainment,1,6
1653,Female,52,133214,1,Marketing,9,7
1654,Female,23,186723,42,Entertainment,8,5
1655,Female,96,92100,23,Artist,9,3
1656,Male,5,64484,10,Homemaker,0,5
1657,Female,47,69024,3,Healthcare,4,5
1658,Male,81,171194,55,Artist,0,5
1659,Female,4,183282,34,Artist,1,1
1660,Female,8,100099,74,Healthcare,1,3
1661,Female,35,164435,26,Lawyer,1,3
1662,Male,67,172407,60,Doctor,9,3
1663,Female,9,84781,14,Executive,1,3
1664,Male,82,186130,61,Lawyer,3,7
1665,Female,2,56782,10,Artist,9,5
1666,Male,95,137206,4,Artist,0,4
1667,Female,9,146950,92,Doctor,6,5
1668,Female,99,174275,4,Healthcare,0,2
1669,Male,96,97705,41,Homemaker,8,2
1670,Male,92,188984,69,Lawyer,1,4
1671,Male,24,119238,55,Artist,1,3
1672,Male,58,87923,19,Entertainment,0,5
1673,Male,15,128573,97,Executive,1,1
1674,Female,13,132374,96,Marketing,0,3
1675,Female,51,135164,75,Artist,9,3
1676,Male,9,165194,10,Artist,8,3
1677,Male,0,126060,92,Doctor,1,3
1678,Male,67,89366,55,Healthcare,9,3
1679,Male,58,95172,77,Healthcare,1,5
1680,Female,55,95975,49,Executive,0,1
1681,Female,52,165573,59,Healthcare,0,7
1682,Male,83,180887,59,Entertainment,1,1
1683,Female,83,142720,86,Executive,0,1
1684,Female,90,113460,54,Lawyer,1,7
1685,Male,87,110434,20,Artist,7,3
1686,Female,67,146016,38,Artist,1,6
1687,Male,81,101073,67,Executive,0,7
1688,Female,36,62617,10,Artist,9,3
1689,Female,51,96028,37,Artist,0,5
1690,Female,31,186334,37,Artist,0,1
1691,Female,57,163473,52,Artist,0,1
1692,Male,83,89819,59,Artist,4,2
1693,Female,51,69388,33,Engineer,3,4
1694,Female,15,134748,76,Marketing,1,6
1695,Female,18,149915,94,Doctor,14,1
1696,Female,88,104098,48,Healthcare,1,6
1697,Male,70,80160,10,Artist,8,5
1698,Male,9,124125,91,Artist,1,2
1699,Male,6,170226,31,Lawyer,0,3
1700,Female,8,53306,98,Engineer,0,2
1701,Male,55,103933,31,Executive,6,3
1702,Female,69,85401,10,Entertainment,4,6
1703,Female,18,53812,32,Homemaker,9,5
1704,Female,13,60771,50,Entertainment,1,7
1705,Female,69,56398,75,Entertainment,8,3
1706,Female,69,171118,91,Engineer,9,3
1707,Male,69,79806,73,Healthcare,0,5
1708,Female,89,150187,35,Healthcare,0,5
1709,Female,45,129455,14,Lawyer,0,3
1710,Female,75,116813,72,Entertainment,10,6
1711,Female,54,95734,39,Homemaker,8,7
1712,Male,33,76654,48,Artist,4,1
1713,Male,67,86289,96,Artist,1,5
1714,Male,26,176147,19,Healthcare,0,1
1715,Female,5,142351,97,Entertainment,0,7
1716,Male,65,186673,51,Doctor,1,1
1717,Female,94,131521,62,Artist,0,6
1718,Female,95,50223,15,Entertainment,8,1
1719,Female,48,74308,23,Entertainment,1,2
1720,Female,41,155881,22,Lawyer,0,7
1721,Female,92,168303,16,Executive,9,4
1722,Male,44,182748,58,Engineer,1,7
1723,Female,35,52374,73,Artist,1,1
1724,Female,34,86154,17,Doctor,1,2
1725,Female,52,163612,51,Executive,0,5
1726,Female,64,64756,17,Marketing,10,1
1727,Male,62,185257,58,Artist,1,4
1728,Male,58,78669,75,Artist,1,7
1729,Male,15,164520,47,Artist,1,7
1730,Female,65,92135,49,Homemaker,6,4
1731,Male,20,103195,68,Doctor,0,7
1732,Female,21,161663,36,Executive,1,7
1733,Female,79,57039,34,Artist,2,6
1734,Female,91,54754,4,Artist,0,2
1735,Female,92,136531,76,Engineer,1,4
1736,Male,62,120838,79,Artist,1,4
1737,Male,94,127927,48,Doctor,0,4
1738,Male,10,164214,77,Lawyer,0,4
1739,Female,53,145498,66,Artist,8,4
1740,Male,7,129215,69,Entertainment,9,6
1741,Female,92,152429,76,Entertainment,0,2
1742,Female,12,89252,31,Entertainment,0,5
1743,Female,31,147447,23,Doctor,6,7
1744,Female,93,74467,33,Lawyer,5,1
1745,Female,66,127410,37,Engineer,8,2
1746,Male,49,91290,44,Healthcare,7,7
1747,Female,64,92812,97,Artist,5,7
1748,Female,27,170166,18,Artist,10,4
1749,Female,33,150823,75,Artist,4,1
1750,Male,79,95839,30,Executive,7,2
1751,Female,14,60175,60,Executive,9,7
1752,Female,22,153024,91,Artist,10,7
1753,Female,8,116858,67,Artist,5,7
1754,Female,6,122961,47,Doctor,8,2
1755,Male,81,141471,45,Artist,8,6
1756,Male,69,76155,14,Healthcare,8,7
1757,Male,0,108169,24,Executive,10,3
1758,Female,61,139520,39,Artist,8,4
1759,Male,62,182631,52,Artist,5,3
1760,Female,95,177134,78,Healthcare,10,2
1761,Female,32,181703,54,Lawyer,6,2
1762,Female,13,61917,16,Artist,7,2
1763,Female,1,140648,36,Executive,9,7
1764,Female,63,176783,40,Doctor,9,4
1765,Male,75,59741,67,Artist,10,5
1766,Female,43,156567,89,Engineer,7,6
1767,Female,29,110309,21,Artist,6,2
1768,Female,82,111077,55,Artist,9,7
1769,Female,87,170333,96,Entertainment,4,2
1770,Male,66,183339,39,Artist,7,4
1771,Female,99,84167,46,Artist,10,7
1772,Female,54,184815,50,Lawyer,6,3
1773,Female,49,122556,74,Artist,9,7
1774,Female,60,174768,66,Entertainment,9,2
1775,Male,75,172309,82,Executive,4,1
1776,Male,77,117920,4,Doctor,10,4
1777,Male,34,134882,61,Artist,10,3
1778,Female,63,77259,11,Lawyer,6,6
1779,Male,38,170019,38,Artist,7,2
1780,Female,68,176884,94,Engineer,10,2
1781,Female,80,106709,93,Marketing,10,2
1782,Female,8,168723,31,Homemaker,7,2
1783,Female,86,90228,68,Engineer,7,5
1784,Female,1,89473,85,Lawyer,10,4
1785,Male,56,131911,42,Healthcare,7,7
1786,Female,14,140107,63,Marketing,6,6
1787,Female,4,170403,44,Artist,4,5
1788,Female,58,51416,46,,7,5
1789,Female,6,52648,2,Artist,5,2
1790,Male,17,125471,48,Engineer,7,1
1791,Female,55,106153,62,Artist,10,1
1792,Male,14,124785,28,Lawyer,7,2
1793,Female,22,101474,14,Homemaker,10,2
1794,Female,8,141359,65,Healthcare,4,5
1795,Female,70,57596,96,Artist,4,1
1796,Female,67,78489,81,Artist,7,5
1797,Male,50,112957,71,Executive,5,3
1798,Male,72,82377,37,Engineer,9,2
1799,Male,76,82315,53,Engineer,6,1
1800,Male,80,93253,51,Artist,4,5
1801,Male,20,189650,60,Lawyer,8,4
1802,Female,89,114858,53,Artist,10,1
1803,Female,18,62151,18,Artist,8,2
1804,Female,75,135159,12,Engineer,7,6
1805,Female,5,126263,55,Marketing,6,3
1806,Female,79,123064,41,Artist,10,4
1807,Female,31,181773,40,Healthcare,8,1
1808,Male,92,171794,65,Artist,6,5
1809,Female,15,156339,27,Homemaker,6,2
1810,Male,94,65483,84,Marketing,10,7
1811,Female,35,145654,22,Executive,6,3
1812,Female,68,91609,43,Entertainment,8,1
1813,Female,29,53002,73,Lawyer,5,5
1814,Male,87,115699,61,Healthcare,9,1
1815,Male,33,149609,44,Executive,9,2
1816,Female,29,165254,7,Executive,9,7
1817,Male,43,50418,49,Healthcare,5,1
1818,Male,43,103531,90,Artist,10,5
1819,Female,66,184060,98,Artist,10,5
1820,Male,23,75961,70,Executive,5,7
1821,Male,87,174163,28,Artist,4,2
1822,Female,81,105255,54,Executive,8,3
1823,Male,42,51860,4,Lawyer,4,5
1824,Female,32,185218,83,Healthcare,4,6
1825,Male,7,189709,18,Artist,6,6
1826,Female,91,134665,66,Artist,7,2
1827,Male,95,91352,9,Doctor,7,3
1828,Female,10,154623,21,Artist,6,6
1829,Female,20,113767,88,Artist,6,2
1830,Male,5,160469,61,Lawyer,8,1
1831,Female,84,99418,27,Artist,4,2
1832,Male,54,56215,34,Healthcare,10,4
1833,Male,12,55639,63,Healthcare,8,1
1834,Female,90,62504,99,Artist,10,4
1835,Female,19,151382,38,Lawyer,1,1
1836,Female,91,156574,96,Marketing,0,7
1837,Female,90,60998,35,Entertainment,1,7
1838,Female,60,108509,36,Doctor,0,2
1839,Female,68,85540,49,Homemaker,9,1
1840,Female,43,73915,47,Artist,11,2
1841,Male,52,148901,77,Healthcare,4,4
1842,Male,81,152602,91,Entertainment,0,1
1843,Female,54,58999,22,Entertainment,7,3
1844,Female,43,133740,37,Artist,5,4
1845,Female,20,113217,41,Lawyer,9,1
1846,Female,71,60209,46,Artist,1,3
1847,Female,26,145491,72,Entertainment,9,5
1848,Female,75,61393,65,Doctor,7,5
1849,Female,52,133252,55,Artist,1,1
1850,Female,40,187234,14,Doctor,0,5
1851,Male,5,145563,60,Entertainment,9,6
1852,Female,46,165810,38,Healthcare,3,5
1853,Male,98,125181,30,Artist,0,7
1854,Female,84,56809,96,Healthcare,1,2
1855,Male,35,69419,68,Healthcare,9,1
1856,Female,78,70689,54,Artist,1,4
1857,Male,64,55011,53,Artist,1,7
1858,Female,98,87955,79,Engineer,0,2
1859,Male,66,153660,24,Healthcare,0,5
1860,Male,32,104494,28,Healthcare,6,4
1861,Male,22,184443,44,Executive,3,7
1862,Female,17,150778,35,Entertainment,1,7
1863,Female,22,88729,81,Engineer,1,1
1864,Male,9,151902,18,Artist,0,2
1865,Male,24,51604,4,Artist,0,2
1866,Female,8,157316,75,Artist,9,3
1867,Female,52,125508,15,Artist,1,6
1868,Male,62,186157,54,Healthcare,1,1
1869,Female,37,169381,45,Entertainment,0,4
1870,Male,68,110195,47,Homemaker,9,2
1871,Female,63,81199,80,Entertainment,1,2
1872,Female,15,58459,67,Executive,0,6
1873,Female,44,173682,89,Artist,12,6
1874,Male,18,162983,16,Entertainment,0,6
1875,Male,30,94480,1,Executive,0,4
1876,Female,69,168710,80,Doctor,1,4
1877,Male,16,150193,83,Engineer,2,2
1878,Female,71,91823,74,Artist,1,4
1879,Female,24,173091,24,Entertainment,6,2
1880,Male,57,102692,94,Healthcare,0,2
1881,Male,97,156812,77,Healthcare,0,6
1882,Male,68,51468,48,Artist,0,3
1883,Female,11,114071,37,Healthcare,0,2
1884,Female,63,155638,81,,1,4
1885,Male,68,129971,61,Artist,8,3
1886,Female,69,104160,77,Engineer,4,4
1887,Female,77,124995,66,Healthcare,0,1
1888,Female,73,180437,50,Entertainment,1,5
1889,Female,19,134644,96,Executive,1,2
1890,Female,1,130089,67,Artist,0,5
1891,Male,71,149318,27,Artist,4,1
1892,Male,6,125591,79,Healthcare,8,6
1893,Female,68,173047,17,Healthcare,0,3
1894,Female,39,61298,91,Artist,0,5
1895,Male,75,132993,55,Entertainment,8,2
1896,Female,65,72313,36,Lawyer,1,5
1897,Female,30,84885,9,Entertainment,6,5
1898,Male,46,126228,95,Marketing,8,2
1899,Male,40,51199,29,Executive,7,7
1900,Female,40,54631,70,Artist,0,6
1901,Female,20,131810,16,Healthcare,5,7
1902,Male,88,138482,59,Marketing,8,4
1903,Male,85,74081,87,Healthcare,4,3
1904,Male,94,112426,54,Engineer,9,6
1905,Female,52,164038,53,,5,4
1906,Female,68,53552,97,Marketing,7,6
1907,Male,15,142147,78,Artist,8,4
1908,Male,4,180324,41,Artist,9,2
1909,Male,59,149067,78,Doctor,9,7
1910,Male,32,184408,38,Entertainment,6,7
1911,Female,8,59116,45,Artist,10,6
1912,Female,92,174786,94,Executive,4,3
1913,Male,9,71076,2,Artist,8,1
1914,Female,41,56837,4,Healthcare,8,4
1915,Female,18,134752,47,Engineer,6,5
1916,Female,78,112887,80,Entertainment,9,6
1917,Female,0,73128,74,Artist,7,5
1918,Female,11,152765,17,Healthcare,8,1
1919,Female,36,140637,19,Executive,8,7
1920,Male,46,137973,50,Healthcare,7,7
1921,Female,95,126791,34,Artist,6,4
1922,Female,97,75125,89,Executive,8,3
1923,Male,2,101718,11,Executive,8,3
1924,Female,94,69654,30,Homemaker,4,4
1925,Female,0,105935,46,Doctor,4,5
1926,Male,3,74607,69,Healthcare,6,1
1927,Male,77,151985,29,Healthcare,4,7
1928,Male,70,76892,64,Executive,5,2
1929,Male,58,87602,25,Executive,5,3
1930,Male,72,182317,46,Healthcare,8,6
1931,Male,90,158280,92,Executive,6,7
1932,Female,23,59905,79,,7,5
1933,Female,87,128153,42,Artist,7,6
1934,Male,64,142612,58,Doctor,4,6
1935,Female,15,180163,9,Doctor,10,7
1936,Female,14,68009,17,Artist,9,3
1937,Male,54,166183,65,Artist,7,6
1938,Male,76,132537,44,Doctor,5,3
1939,Female,76,146308,49,Artist,5,1
1940,Female,52,63454,38,Artist,5,5
1941,Male,96,110519,6,Artist,9,4
1942,Female,55,66728,50,Healthcare,10,5
1943,Female,54,170638,64,Artist,4,5
1944,Male,19,129635,100,Artist,6,4
1945,Male,29,133587,74,Marketing,5,3
1946,Male,96,126225,47,Engineer,7,4
1947,Female,20,148776,21,Artist,8,5
1948,Female,91,142602,64,Lawyer,7,6
1949,Male,37,102413,38,Healthcare,5,5
1950,Male,42,68765,69,Entertainment,4,1
